# name,All planet names,Lists,mass,mass_error_min,mass_error_max,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,orbital_period,orbital_period_error_min,orbital_period_error_max,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,eccentricity,eccentricity_error_min,eccentricity_error_max,Eccentricity lowerlimit,Eccentricity upperlimit,temp_calculated,Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,detection_type,discovered,updated,source (xml)
GJ 163 d,gj163d,,0.06945,0.0092,0.0092,0.0092,0.0092,,,,,,600.895,7.56,7.56,,,0.399,0.077,0.077,,,,,,,,radialvelocity,2013,2016-02-23,
GJ 176 b,gj176b,,0.0265,,,,,,,,,,8.7836,0.0054,0.0054,,,0.0,0.0,0.0,,,,,,,,radialvelocity,2007,2010-12-17,
GJ 179 b,gj179b,,0.82,0.07,0.07,0.07,0.07,,,,,,2288.0,59.0,59.0,,,0.21,0.08,0.08,,,,,,,,radialvelocity,2010,2016-02-23,
GJ 180 b,gj180b,,0.0261145895605,0.016670706,0.011008956,0.016670706,0.011008956,,,,,,17.38,0.02,0.018,,,0.11,0.11,0.14,,,,,,,,radialvelocity,2014,2014-05-25,
GJ 180 c,gj180c,,0.0201365509864,0.012896206,0.01163804,0.012896206,0.01163804,,,,,,24.329,0.066,0.052,,,0.09,0.09,0.2,,,,,,,,radialvelocity,2014,2014-05-25,
GJ 221  BD-06 1339 d,gj221bd-061339d,,0.091,0.063,0.057,0.063,0.057,,,,,,500.0,26.0,32.0,,,0.04,0.04,0.25,,,,,,,,radialvelocity,2014,2016-02-23,
GJ 229 b,gj229b,,0.100682754932,0.050326659,0.053472075,0.050326659,0.053472075,,,,,,471.0,12.0,22.0,,,0.1,0.1,0.22,,,,,,,,radialvelocity,2014,2014-05-25,
GJ 27.1 b,gj27.1b,,0.0409023691911,0.020759747,0.012896206,0.020759747,0.012896206,,,,,,15.819,0.026,0.049,,,0.08,0.08,0.16,,,,,,,,radialvelocity,2014,2014-05-25,
GJ 3021 b,gj3021b,,3.37,0.09,0.09,0.09,0.09,,,,,,133.71,0.2,0.2,,,0.511,0.017,0.017,,,,,,,,radialvelocity,2000,2016-07-29,
GJ 317 b,gj317b,,2.56,0.411,0.683,0.411,0.683,,,,,,692.0,2.0,2.0,,,0.11,0.05,0.05,,,,,,,,radialvelocity,2007,2015-08-01,
GJ 317 c,gj317c,,2.0,0.0,0.0,0.0,0.0,,,,,,7300.0,nan,inf,,,0.81,0.2,0.2,,,,,,,,radialvelocity,2007,2015-10-16,
GJ 328 b,gj328b,,2.3,13.0,13.0,13.0,13.0,,,,,,4100.0,300.0,300.0,,,0.37,0.05,0.05,,,,,,,,radialvelocity,2013,2014-08-29,
GJ 3293 b,gj3293b,,0.0812,0.0053,0.0053,0.0053,0.0053,,,,,,30.6,0.02,0.02,,,0.09,0.04,0.04,,,,,,,,radialvelocity,2014,2014-12-17,
GJ 3293 d,gj3293d,,0.0705,0.0053,0.0053,0.0053,0.0053,,,,,,123.98,0.38,0.38,,,0.37,0.06,0.06,,,,,,,,radialvelocity,2014,2014-12-02,
GJ 3341 b,gj3341b,,0.35717,0.0053,0.0053,0.0053,0.0053,,,,,,14.207,0.007,0.007,,,0.31,0.11,0.11,,,,,,,,radialvelocity,2014,2014-12-17,
GJ 3470 b,gj3470b,,0.0437533292587,0.00513931672341,0.00514531263071,0.00513931672341,0.00514531263071,0.373807429400356,0.0526363683403842,0.0526363683403842,,,3.33671,5e-05,5e-05,,,,,,,,,,,,,primarytransit,2012,2013-11-05,
GJ 3634 b,gj3634b,,0.026,0.007,0.019,0.007,0.019,,,,,,2.64561,0.00066,0.00066,,,0.08,0.057,0.057,,,,,,,,radialvelocity,2011,2012-09-10,
GJ 3998 b,gj3998b,,0.00777,0.00085,0.00085,0.00085,0.00085,,,,,,2.64977,0.00077,0.00081,,,0.0,,,,,,,,,,radialvelocity,2016,2016-07-14,
GJ 3998 c,gj3998c,,0.0197,0.0024,0.002486,0.0024,0.002486,,,,,,13.74,0.016,0.016,,,0.049,0.034,0.052,,,,,,,,radialvelocity,2016,2016-07-19,
GJ 422 b,gj422b,,0.0311487273071,0.012581664,0.01761433,0.012581664,0.01761433,,,,,,26.161,0.098,0.082,,,0.05,0.05,0.21,,,,,,,,radialvelocity,2014,2014-05-25,
GJ 433 b,gj433b,,0.01667,0.00597,0.00629,0.00597,0.00629,,,,,,7.3697,0.0036,0.0034,,,0.05,0.05,0.16,,,,,,,,radialvelocity,2009,2014-05-25,
GJ 433 c,gj433c,,0.14,,,,,,,,,,3693.0,253.0,253.0,,,0.17,0.09,0.09,,,,,,,,radialvelocity,2012,2014-05-25,
GJ 436 b,gj436b,,0.07,0.0052,0.0052,0.0052,0.0052,0.38,,,,,2.64394,9.85041e-05,9.85041e-05,,,0.1912,0.0571,0.0449,,,,,,,,primarytransit,2004,2016-06-02,
GJ 504 b,gj504b,,4.0,1.0,4.5,1.0,4.5,0.96,0.07,0.07,,,,,,,,,,,,,,,,,,imaging,2013,2015-12-01,
GJ 536,gj536,,0.0169,0.002,0.0022,0.002,0.0022,,,,,,8.7076,0.0025,0.0022,,,0.08,0.06,0.09,,,,,,,,radialvelocity,2016,2016-11-08,
GJ 581 b,gj581b,,0.05,,,,,,,,,,5.36865,9e-05,9e-05,,,0.031,0.014,0.014,,,,,,,,radialvelocity,2005,2016-02-23,
GJ 581 c,gj581c,,0.017,,,,,,,,,,12.9182,0.0022,0.0022,,,0.07,0.06,0.06,,,,,,,,radialvelocity,2007,2016-02-23,
GJ 581 e,gj581e,,0.0061,,,,,,,,,,3.14945,0.00017,0.00017,,,0.32,0.09,0.09,,,,,,,,radialvelocity,2009,2016-02-23,
GJ 649 b,gj649b,,0.328,0.032,0.032,0.032,0.032,,,,,,598.3,4.2,4.2,,,0.3,0.08,0.08,,,,,,,,radialvelocity,2009,2016-02-23,
GJ 649 c,gj649c,,0.03,0.008,0.008,0.008,0.008,,,,,,4.4762,0.0004,0.0004,,,0.2,0.15,0.15,,,,,,,,radialvelocity,2013,2016-02-23,
GJ 667 C b,gj667cb,,0.0176,0.0041,0.0044,0.0041,0.0044,,,,,,7.2004,0.0017,0.0017,,,0.13,0.11,0.1,,,,,,,,radialvelocity,2009,2016-02-23,
GJ 667 C c,gj667cc,,0.012,0.0038,0.0047,0.0038,0.0047,,,,,,28.14,0.03,0.03,,,0.02,0.02,0.15,,,,,,,,radialvelocity,2011,2016-10-08,
GJ 667 C d,gj667cd,,0.01604,0.00535,0.00566,0.00535,0.00566,,,,,,91.61,0.89,0.81,,,0.03,0.03,0.2,,,,,,,,radialvelocity,2012,2016-02-23,
GJ 667 C e,gj667ce,,0.0085,0.0044,0.005,0.0044,0.005,,,,,,62.24,0.55,0.55,,,0.02,0.02,0.004,,,,,,,,radialvelocity,2013,2016-02-23,
GJ 667 C f,gj667cf,,0.0085,0.0038,0.0044,0.0038,0.0044,,,,,,39.026,0.211,0.194,,,0.03,0.03,0.16,,,,,,,,radialvelocity,2013,2016-02-23,
GJ 667 C g,gj667cg,,0.0145,0.0072,0.0082,0.0072,0.0082,,,,,,256.2,7.9,13.8,,,0.08,0.08,0.41,,,,,,,,radialvelocity,2013,2016-02-23,
GJ 674 b,gj674b,,0.04,,,,,1.13,,,,,4.6944,0.00182591,0.00182591,,,0.07,0.0766,0.07,,,,,,,,radialvelocity,2007,2015-02-27,
GJ 676 A b,gj676ab,,6.7,1.5,1.8,1.5,1.8,,,,,,1052.1,0.4,0.4,,,0.323,0.002,0.002,,,,,,,,radialvelocity,2009,2016-08-03,
GJ 676 A c,gj676ac,,6.8,0.0,32.2,0.0,32.2,,,,,,7337.0,92.0,95.0,,,0.2,,,,,,,,,,radialvelocity,2012,2016-08-03,
GJ 676 A d,gj676ad,,0.014,0.002,0.002,0.002,0.002,,,,,,3.6,0.0008,0.0008,,,0.15,0.09,0.09,,,,,,,,radialvelocity,2012,2016-02-23,
GJ 676 A e,gj676ae,,0.036,0.005,0.005,0.005,0.005,,,,,,35.37,0.07,0.07,,,0.24,0.12,0.12,,,,,,,,radialvelocity,2012,2016-02-23,
GJ 682 b,gj682b,,0.0138438788031,0.0075489989,0.01163804,0.0075489989,0.01163804,,,,,,17.478,0.04,0.062,,,0.08,0.08,0.19,,,,,,,,radialvelocity,2014,2014-05-25,
GJ 682 c,gj682c,,0.027365121,0.014468914,0.018243414,0.014468914,0.018243414,,,,,,57.32,0.48,0.45,,,0.1,0.1,0.19,,,,,,,,radialvelocity,2014,2014-05-25,
GJ 687 b,gj687b,,0.058,0.007,0.007,0.007,0.007,,,,,,38.14,0.015,0.015,,,0.04,0.08,0.08,,,,,,,,radialvelocity,2014,2016-02-23,
GJ 758 b,gj758b,,35.0,5.0,5.0,5.0,5.0,,,,,,109000.0,62000.0,198000.0,,,0.564,0.148,0.148,,,,,,,,imaging,2009,2015-03-14,
GJ 785 b,gj785b,,0.0532,0.003,0.003,0.003,0.003,,,,,,74.72,0.1,0.1,,,0.13,0.04,0.04,,,355.0,,,,,radialvelocity,2010,2016-02-23,
GJ 785 c,gj785c,,0.076,0.02,0.02,0.02,0.02,,,,,,525.8,9.2,9.2,,,0.32,0.11,0.11,,,185.0,,,,,radialvelocity,2011,2016-02-24,
GJ 832 b,gj832b,,0.689047604065,0.160463140672687,0.160463140672687,0.160463140672687,0.160463140672687,,,,,,3416.0,131.0,131.0,,,0.08,0.08,0.08,,,,,,,,radialvelocity,2008,2014-08-29,
GJ 832 c,gj832c,,0.0157316804581065,0.00975364188402605,0.00975364188402605,0.00975364188402605,0.00975364188402605,,,,,,35.67,0.15,0.15,,,0.03,0.22,0.03,,,,,,,,radialvelocity,2014,2014-06-24,
GJ 849 b,gj849b,,0.9,0.05,0.05,0.05,0.05,,,,,,1914.0,26.0,26.0,,,0.012,,,,,,,,,,radialvelocity,2006,2014-08-22,
GJ 849 c,gj849c,,0.77,,,,,,,,,,7049.0,6246.0,2155.0,,,0.218,,,,,,,,,,radialvelocity,2013,2014-08-22,
GJ 86 A b,gj86ab,,4.01,,,,,,,,,,15.766,0.04,0.04,,,0.046,0.004,0.004,,,,,,,,radialvelocity,2000,2016-02-23,
GJ 876 b,gj876b,,1.938,0.01361,0.0355,0.01361,0.0355,,,,,,61.03,3.81,3.81,,,0.0,0.001,0.001,,,,,,,,radialvelocity,2000,2016-02-23,
GJ 876 c,gj876c,,0.856,0.0289,0.0319,0.0289,0.0319,,,,,,30.23,0.19,0.19,,,0.002,0.001,0.001,,,,,,,,radialvelocity,2000,2016-02-23,
GJ 876 d,gj876d,,0.022,0.0013,0.0013,0.0013,0.0013,,,,,,1.94,0.01,0.01,,,0.081,0.04,0.04,,,,,,,,radialvelocity,2005,2016-02-23,
GJ 876 e,gj876e,,0.045,0.0012,0.0012,0.0012,0.0012,,,,,,124.69,90.04,90.04,,,0.073,0.048,0.048,,,,,,,,radialvelocity,2010,2016-02-23,
GQ Lup b,gqlupb,,21.5,20.5,20.5,20.5,20.5,1.8,,,,,,,,,,,,,,,,,,,,imaging,2005,2010-12-06,
GSC 6214-210 b,gsc6214-210b,,17.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,imaging,2010,2014-01-31,
GU Psc b,gupscb,,11.0,1.0,1.0,1.0,1.0,1.35,0.03,0.03,,,,,,,,,,,,,,,,,,imaging,2014,2015-03-31,
HAT-47 b,hat-47b,,0.206,0.039,0.039,0.039,0.039,1.313,0.045,0.045,,,4.732182,1.3e-05,1.3e-05,,,0.0,,,,,,,,,,primarytransit,2016,2016-06-16,
HAT-48 b,hat-48b,,0.168,0.024,0.024,0.024,0.024,1.131,0.054,0.054,,,4.40865,8e-06,8e-06,,,0.0,,,,,,,,,,primarytransit,2016,2016-06-16,
HAT-P-1 b,hat-p-1b,,0.525,0.019,0.019,0.019,0.019,1.319,0.019,0.019,,,4.46529976,5.5e-07,5.5e-07,,,0.067,inf,nan,,,1322.0,,,,,primarytransit,2006,2015-04-30,
HAT-P-11 b,hat-p-11b,,0.0824340056005,0.00899852122203694,0.00899852122203694,0.00899852122203694,0.00899852122203694,0.421983088559,1.33821275441655,1.33821275441655,,,4.887802443,3e-08,3e-08,,,0.265,0.0009,0.0003,,,750.0,,,,,primarytransit,2009,2016-11-02,
HAT-P-12 b,hat-p-12b,,0.210489884529,0.0131831482238933,0.0131831482238933,0.0131831482238933,0.0131831482238933,0.954591764817,0.0205192622343871,2.85485387608864,,,3.2130598,2.1e-06,2.1e-06,,,0.0,,,,,,,,,,primarytransit,2009,2014-05-21,
HAT-P-13 b,hat-p-13b,,0.85,0.038,0.038,0.038,0.038,1.28,0.079,0.079,,,2.916243,3e-06,3e-06,,,0.0142,0.0044,0.0044,,,,,,,,primarytransit,2009,2012-09-20,
HAT-P-13 c,hat-p-13c,,14.28,0.28,0.28,0.28,0.28,,,,,,446.27,0.22,0.22,,,0.6616,0.0054,0.0054,,,,,,,,radialvelocity,2009,2014-08-22,
HAT-P-14 b,hat-p-14b,,2.2,0.04,0.04,0.04,0.04,1.2,0.04,0.04,,,4.627657,5e-06,5e-06,,,0.095,0.011,0.011,,,,,,,,primarytransit,2010,2012-04-08,
HAT-P-15 b,hat-p-15b,,1.946,0.066,0.066,0.066,0.066,1.072,0.043,0.043,,,10.863502,27.0,27.0,,,0.19,0.019,0.019,,,,,,,,primarytransit,2010,2010-05-31,
HAT-P-16 b,hat-p-16b,,4.193,0.094,0.094,0.094,0.094,1.289,0.066,0.066,,,2.77596,3e-06,3e-06,,,0.036,0.004,0.004,,,,,,,,primarytransit,2010,2013-07-22,
HAT-P-17 b,hat-p-17b,,0.534,0.018,0.018,0.018,0.018,1.01,,,,,10.338523,,,,,0.346,,,,,,,,,,primarytransit,2010,2013-05-31,
HAT-P-17 c,hat-p-17c,,1.4,,,,,,,,,,1798.0,,,,,0.1,,,,,,,,,,radialvelocity,2010,2010-12-10,
HAT-P-18 b,hat-p-18b,,0.183,0.032,0.034,0.032,0.034,0.947,0.044,0.044,,,5.508029,4.2e-06,4.2e-06,,,0.106,0.084,0.15,,,841.0,,,,,primarytransit,2010,2015-11-12,
HAT-P-19 b,hat-p-19b,,0.292,0.018,0.018,0.018,0.018,1.132,0.072,0.072,,,4.008784,7e-07,7e-07,,,0.067,0.042,0.042,,,,,,,,primarytransit,2010,2015-08-26,
HAT-P-2 b,hat-p-2b,,8.74,0.26,0.26,0.26,0.26,0.951,0.053,0.053,,,5.6334729,6.1e-06,6.1e-06,,,0.5171,0.0033,0.0033,,,,,,,,primarytransit,2007,2012-09-20,
HAT-P-20 b,hat-p-20b,,7.246,0.187,0.187,0.187,0.187,0.867,0.033,0.033,,,2.875317,4e-06,4e-06,,,0.015,0.0005,0.0005,,,,,,,,primarytransit,2010,2015-08-20,
HAT-P-21 b,hat-p-21b,,4.063,0.161,0.161,0.161,0.161,1.024,0.092,0.092,,,4.124461,7e-06,7e-06,,,0.228,0.016,0.016,,,,,,,,primarytransit,2010,2014-09-28,
HAT-P-22 b,hat-p-22b,,2.147,0.061,0.061,0.061,0.061,1.08,0.058,0.058,,,3.21222,9e-06,9e-06,,,0.016,0.009,0.009,,,,,,,,primarytransit,2010,2015-08-20,
HAT-P-23 b,hat-p-23b,,2.09,0.11,0.11,0.11,0.11,1.368,0.09,0.09,,,1.212884,2e-05,2e-05,,,0.106,0.044,0.044,,,,,,,,primarytransit,2010,2011-05-20,
HAT-P-24 b,hat-p-24b,,0.685,0.033,0.033,0.033,0.033,1.242,0.067,0.067,,,3.35524,7e-06,7e-06,,,0.067,0.024,0.024,,,,,,,,primarytransit,2010,2012-07-05,
HAT-P-25 b,hat-p-25b,,0.567,,,,,1.19,,,,,3.652836,,,,,0.032,,,,,,,,,,primarytransit,2010,2013-05-31,
HAT-P-26 b,hat-p-26b,,0.0585218513041563,0.00717364628889658,0.00717364628889658,0.00717364628889658,0.00717364628889658,0.564725782363783,0.0517442265041065,0.0517442265041065,,,4.234516,1.5e-05,1.5e-05,,,0.124,0.06,0.06,,,,,,,,primarytransit,2010,2013-11-05,
HAT-P-27-WASP-40 b,hat-p-27-wasp-40b,,0.66,0.033,0.033,0.033,0.033,1.055,0.036,0.036,,,3.0395803,1.5e-06,1.5e-06,,,0.078,0.047,0.047,,,,,,,,primarytransit,2011,2015-08-26,
HAT-P-28 b,hat-p-28b,,0.626,0.037,0.037,0.037,0.037,1.212,0.082,0.113,,,3.257215,7e-06,7e-06,,,0.051,0.033,0.033,,,,,,,,primarytransit,2011,2014-05-25,
HAT-P-29 b,hat-p-29b,,0.778,0.04,0.076,0.04,0.076,1.107,0.082,0.136,,,5.723186,4.9e-05,4.9e-05,,,0.095,0.047,0.047,,,,,,,,primarytransit,2011,2014-05-30,
HAT-P-3 b,hat-p-3b,,0.591,0.018,0.018,0.018,0.018,0.827,0.055,0.055,,,2.899703,5.4e-05,5.4e-05,,,0.0,0.0,0.0,,,,,,,,primarytransit,2007,2013-05-07,
HAT-P-30-WASP-51 b,hat-p-30-wasp-51b,,0.711,0.028,0.028,0.028,0.028,1.34,0.065,0.065,,,2.810595,5e-06,5e-06,,,0.035,0.024,0.024,,,,,,,,primarytransit,2011,2013-05-31,
HAT-P-31 b,hat-p-31b,,2.171,0.077,0.105,0.077,0.105,1.07,0.16,0.24,,,5.005425,9.2e-05,9.1e-05,,,0.245,0.0045,0.0045,,,,,,,,primarytransit,2011,2014-05-25,
HAT-P-32 b,hat-p-32b,,0.941,0.166,0.166,0.166,0.166,2.037,0.099,0.099,,,2.150009,1e-06,1e-06,,,0.163,0.061,0.061,,,,,,,,primarytransit,2011,2014-05-30,
HAT-P-33 b,hat-p-33b,,0.763,0.117,0.117,0.117,0.117,1.827,0.29,0.29,,,3.474474,1e-06,1e-06,,,0.148,0.081,0.081,,,,,,,,primarytransit,2011,2013-05-31,
HAT-P-34 b,hat-p-34b,,3.328,0.211,0.211,0.211,0.211,1.107,0.092,0.092,,,5.452654,1.6e-05,1.6e-05,,,0.441,0.052,0.052,,,,,,,,primarytransit,2012,2012-07-05,
HAT-P-35 b,hat-p-35b,,1.054,0.033,0.033,0.033,0.033,1.332,0.098,0.098,,,3.646706,2.1e-05,2.1e-05,,,0.025,0.018,0.018,,,,,,,,primarytransit,2012,2012-01-14,
HAT-P-36 b,hat-p-36b,,1.832,0.099,0.099,0.099,0.099,1.264,0.071,0.071,,,1.327347,3e-06,3e-06,,,0.063,0.032,0.032,,,,,,,,primarytransit,2012,2012-01-14,
HAT-P-37 b,hat-p-37b,,1.169,0.103,0.103,0.103,0.103,1.178,0.077,0.077,,,2.797436,7e-06,7e-06,,,0.058,0.038,0.038,,,,,,,,primarytransit,2012,2012-01-14,
HAT-P-38 b,hat-p-38b,,0.267,0.02,0.02,0.02,0.02,0.825,0.063,0.063,,,4.640382,3.2e-05,3.2e-05,,,0.067,0.047,0.047,,,,,,,,primarytransit,2012,2012-01-25,
HAT-P-39 b,hat-p-39b,,0.599,0.099,0.099,0.099,0.099,1.571,0.081,0.108,,,3.54387,5e-06,5e-06,,,,,,,,,,,,,primarytransit,2012,2014-05-21,
HAT-P-4 b,hat-p-4b,,0.68,0.04,0.04,0.04,0.04,1.27,0.05,0.05,,,3.0565114,2.8e-06,2.8e-06,,,0.0,,,,,,,,,,primarytransit,2007,2013-05-07,
HAT-P-40 b,hat-p-40b,,0.615,0.038,0.038,0.038,0.038,1.73,0.062,0.062,,,4.457243,1e-05,1e-05,,,,,,,,,,,,,primarytransit,2012,2014-07-10,
HAT-P-41 b,hat-p-41b,,0.8,0.102,0.102,0.102,0.102,1.685,0.051,0.076,,,2.694047,4e-06,4e-06,,,,,,,,,,,,,primarytransit,2012,2014-05-25,
HAT-P-42 b,hat-p-42b,,0.975,0.126,0.126,0.126,0.126,1.277,0.149,0.149,,,4.641876,3.2e-05,3.2e-05,,,0.0,,,,,1427.0,,,,,primarytransit,2012,2013-04-29,
HAT-P-43 b,hat-p-43b,,0.66,0.083,0.083,0.083,0.083,1.283,0.034,0.057,,,3.332688,1.6e-05,1.6e-05,,,0.0,,,,,1361.0,,,,,primarytransit,2012,2013-04-29,
HAT-P-44 b,hat-p-44b,,0.392,0.031,0.031,0.031,0.031,1.28,0.074,0.145,,,4.301217,1.8e-05,1.8e-05,,,0.072,0.071,0.071,,,,,,,,primarytransit,2013,2014-05-21,
HAT-P-44 c,hat-p-44c,,1.6,0.2,0.2,0.2,0.2,,,,,,219.9,4.5,4.5,,,,,,,,,,,,,primarytransit,2013,2013-08-14,
HAT-P-45 b,hat-p-45b,,0.892,0.099,0.137,0.099,0.137,1.426,0.087,0.175,,,3.128992,1e-05,1e-05,,,0.049,0.063,0.063,,,,,,,,primarytransit,2013,2014-05-25,
HAT-P-46 b,hat-p-46b,,0.493,0.052,0.082,0.052,0.082,1.284,0.133,0.271,,,4.463129,4.8e-05,4.8e-05,,,0.123,0.12,0.12,,,,,,,,primarytransit,2013,2014-05-27,
HAT-P-46 c,hat-p-46c,,2.0,0.3,0.3,0.3,0.3,,,,,,77.7,0.6,0.6,,,,,,,,,,,,,primarytransit,2013,2014-05-21,
HAT-P-49 b,hat-p-49b,,1.73,0.205,0.205,0.205,0.205,1.413,0.077,0.128,,,2.691548,6e-06,6e-06,,,0.0,,,,,2131.0,,,,,primarytransit,2014,2014-05-21,
HAT-P-5 b,hat-p-5b,,1.06,0.11,0.11,0.11,0.11,1.252,0.05,0.05,,,2.788491,2.5e-05,2.5e-05,,,0.0,,,,,,,,,,primarytransit,2007,2012-05-22,
HAT-P-50 b,hat-p-50b,,1.36,0.0748,0.0751,0.0748,0.0751,1.288,0.064,0.064,,,3.1220109,6.5e-06,6.5e-06,,,0.115,0.115,0.0,,,1862.0,,,,,primarytransit,2015,2015-07-27,
HAT-P-51 b,hat-p-51b,,0.309,0.0181,0.0181,0.0181,0.0181,1.293,0.054,0.054,,,4.2180278,5.9e-06,5.9e-06,,,0.123,0.123,0.0,,,1192.0,,,,,primarytransit,2015,2015-08-17,
HAT-P-52 b,hat-p-52b,,0.819,0.0296,0.0298,0.0296,0.0298,1.009,0.072,0.072,,,2.7535953,9.4e-06,9.4e-06,,,0.047,0.047,0.0,,,1218.0,,,,,primarytransit,2015,2015-08-17,
HAT-P-53 b,hat-p-53b,,1.487,0.05812,0.05934,0.05812,0.05934,1.318,0.091,0.091,,,1.9616241,3.9e-06,3.9e-06,,,0.134,0.134,0.0,,,1778.0,,,,,primarytransit,2015,2015-08-17,
HAT-P-54 b,hat-p-54b,,0.76,0.032,0.032,0.032,0.032,0.944,0.028,0.028,,,3.799847,1.4e-05,1.4e-05,,,0.074,0.074,0.0,,,,,,,,primarytransit,2014,2014-05-21,
HAT-P-55 b,hat-p-55b,,0.582,0.0562,0.0563,0.0562,0.0563,1.182,0.055,0.055,,,3.5852467,6.4e-06,6.4e-06,,,0.139,0.139,0.0,,,1313.0,,,,,primarytransit,2015,2015-08-17,
HAT-P-56 b,hat-p-56b,,2.2,0.253,0.253,0.253,0.253,1.466,0.04,0.04,,,2.7908327,4.7e-06,4.7e-06,,,0.246,0.246,0.0,,,1840.0,,,,,primarytransit,2015,2016-05-09,
HAT-P-57 b,hat-p-57b,,1.85,1.85,0.00104,1.85,0.00104,1.413,0.054,0.054,,,2.465295,3.2e-06,3.2e-06,,,0.0,,,,,2200.0,,,,,primarytransit,2015,2015-11-04,
HAT-P-6 b,hat-p-6b,,1.057,0.119,0.119,0.119,0.119,1.33,0.061,0.061,,,3.853003,1.4e-06,1.4e-06,,,0.0,,,,,,,,,,primarytransit,2007,2013-05-31,
HAT-P-65 b,hat-p-65b,,0.527,0.083,0.083,0.083,0.083,1.89,0.13,0.13,,,2.6054552,3.1e-06,3.1e-06,,,0.3,0.3,0.0,,,1930.0,,,,,primarytransit,2016,2016-09-12,
HAT-P-66 b,hat-p-66b,,0.783,0.057,0.057,0.057,0.057,1.59,0.1,0.16,,,2.972086,5.7e-06,5.7e-06,,,0.0,,,,,,,,,,primarytransit,2016,2016-09-12,
HAT-P-7 b,hat-p-7b,,1.741,0.028,0.028,0.028,0.028,1.431,0.011,0.011,,,2.204735471,2.4e-06,2.4e-06,,,0.0,,,,,2121.0,,,,,primarytransit,2008,2015-03-19,
HAT-P-8 b,hat-p-8b,,1.34,0.05,0.05,0.05,0.05,1.5,0.06,0.06,,,3.0763402,1.5e-06,1.5e-06,,,0.0,,,,,,,,,,primarytransit,2008,2013-07-29,
HAT-P-9 b,hat-p-9b,,0.67,0.08,0.08,0.08,0.08,1.4,0.06,0.06,,,3.922814,2e-06,2e-06,,,0.0,,,,,,,,,,primarytransit,2008,2013-05-31,
HATS-1 b,hats-1b,,1.855,4e-06,4e-06,4e-06,4e-06,1.302,0.058,0.058,,,3.446459,,,,,0.12,0.092,0.092,,,,,,,,primarytransit,2012,2012-06-08,
HATS-10 b,hats-10b,,0.526,0.0812,0.0814,0.0812,0.0814,0.969,0.045,0.061,,,3.312846,5.8e-06,5.8e-06,,,0.5,0.5,0.0,,,1407.0,,,,,primarytransit,2015,2015-08-17,
HATS-11 b,hats-11b,,0.85,0.12,0.12,0.12,0.12,1.51,0.078,0.078,,,3.6191613,9.9e-06,9.9e-06,,,0.34,0.34,0.0,,,1637.0,,,,,primarytransit,2016,2016-05-01,
HATS-12 b,hats-12b,,2.4,0.119,0.123,0.119,0.123,1.35,0.17,0.17,,,3.142833,1.1e-05,1.1e-05,,,0.085,0.085,0.0,,,2097.0,,,,,primarytransit,2016,2016-05-01,
HATS-13 b,hats-13b,,0.543,0.0721,0.0722,0.0721,0.0722,1.212,0.035,0.035,,,3.0440499,2.7e-06,2.7e-06,,,0.18,0.18,0.0,,,1244.0,,,,,primarytransit,2015,2015-07-27,
HATS-14 b,hats-14b,,1.071,0.07018,0.07036,0.07018,0.07036,1.039,0.0022,0.0032,,,2.7667641,2.7e-06,2.7e-06,,,0.142,0.142,0.0,,,,,,,,primarytransit,2015,2015-08-01,
HATS-15 b,hats-15b,,2.17,0.15,0.15,0.15,0.15,1.105,0.04,0.04,,,1.74748753,9.4e-07,9.4e-07,,,0.0,0.0,0.126,,,,,,,,primarytransit,2014,2016-04-28,
HATS-16 b,hats-16b,,3.27,0.19,0.19,0.19,0.19,1.3,0.15,0.15,,,2.686502,1.1e-05,1.1e-05,,,0.0,,,,,,,,,,primarytransit,2015,2016-04-28,
HATS-17 b,hats-17b,,1.338,0.06509,0.06513,0.06509,0.06513,0.777,0.056,0.056,,,16.254611,7.3e-05,7.3e-05,,,0.029,0.022,0.022,,,814.0,,,,,primarytransit,2016,2016-05-06,
HATS-18 b,hats-18b,,1.98,0.077,0.077,0.077,0.077,1.337,0.049,0.1,,,0.8378434,4.7e-07,4.7e-07,,,0.166,0.166,0.0,,,2060.0,,,,,primarytransit,2016,2016-06-06,
HATS-19 b,hats-19b,,0.427,0.071,0.071,0.071,0.071,1.66,0.21,0.27,,,4.569673,1e-05,1e-05,,,0.3,0.1,0.1,,,1570.0,,,,,primarytransit,2016,2016-07-11,
HATS-2 b,hats-2b,,1.345,0.15,0.15,0.15,0.15,1.168,0.03,0.03,,,1.354133,1e-06,1e-06,,,0.0,,,,,,,,,,primarytransit,2013,2013-04-29,
HATS-20 b,hats-20b,,0.273,0.035,0.035,0.035,0.035,0.776,0.055,0.055,,,3.7992969,7.9e-06,7.9e-06,,,0.5,0.5,0.0,,,1147.0,,,,,primarytransit,2016,2016-07-11,
HATS-21 b,hats-21b,,0.332,0.03,0.04,0.03,0.04,1.123,0.054,0.147,,,3.5543973,5.8e-06,5.8e-06,,,0.0,,,,,1284.0,,,,,primarytransit,2016,2016-07-28,
